YEAR,ADMINSERV,ADULT,ALZHDEMENTIA,CHILDAD,CRISISTEAM2,FACILITYTYPE,FEESCALE,HEARIMPAIR,LANG,LANG_B,LANG16,LST,MHCONSUMER,MHDIAGEVAL,MHEMGCY,MHINTAKE,MHREFERRAL,PAYASST,POSTTRAUM,REVCHK1,STATEFUNDED,REVCHK2,REVCHK5,REVCHK8,SED,SETTINGIP,SETTINGOP,SETTINGRC,SPMI,SRVC113,SRVC31,SRVC62,SRVC63,TRAUMATICBRAIN,TREATMT,YOUNGADULTS
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,1,0,0,1,1,1,-2,1,0,0,0,0,-2,0,1,1,1,0,-2,-2,-2,-2,0,1
2012,1,1,-2,1,-8,1,1,1,1,1,1,PA,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,-2,1,0,1,-2,1,1
2012,0,1,-2,0,0,5,1,1,1,1,0,PA,1,1,0,1,0,0,0,1,0,1,1,1,-2,0,1,0,0,-2,-2,0,-2,-2,0,1
2012,0,1,-2,0,-8,5,1,1,0,-2,-2,PA,0,1,0,0,0,0,-2,1,0,1,1,1,-2,0,1,0,0,0,-2,0,1,-2,0,0
2012,0,1,-2,1,-8,1,0,1,0,-2,-2,PA,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,-2,-2,1,1
2012,0,1,-2,1,-8,5,1,0,1,0,1,PA,1,1,0,0,0,0,-2,1,0,1,1,1,-2,0,1,0,-2,0,0,0,0,-2,1,1
2012,1,1,-2,0,0,5,1,0,0,-2,-2,PA,1,1,0,0,0,0,0,1,0,0,1,1,-2,0,1,0,-2,0,0,0,0,-2,1,1
2012,0,1,-2,0,-8,2,1,1,0,-2,-2,PA,0,1,0,1,0,0,1,1,0,1,1,1,-2,1,1,0,0,0,-2,0,1,-2,0,1
2012,0,1,0,0,-8,2,1,1,1,0,1,PA,1,1,1,1,1,1,0,1,1,1,1,1,-2,1,1,0,1,0,0,0,0,0,0,1
2012,1,1,-2,1,0,5,1,0,1,1,1,PA,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,-2,-2,-2,-2,-2,0,1
2012,0,1,0,0,-8,5,0,0,1,0,1,PA,0,1,0,1,1,0,0,1,0,1,1,1,-2,0,1,0,0,0,0,1,0,0,1,1
2012,1,0,-2,1,-8,5,1,0,0,-2,-2,PA,0,1,0,1,1,1,-2,0,1,0,1,1,1,0,1,0,-2,-2,-2,0,-2,-2,0,1
2012,1,0,-2,1,0,5,1,0,0,-2,-2,PA,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,-2,-2,-2,0,-2,-2,0,0
2012,1,1,0,0,0,5,1,1,1,0,1,PA,1,1,1,1,1,1,-3,1,1,1,1,1,-2,0,1,0,1,0,1,0,0,-2,1,1
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,0,0,0,0,0,0,0,1,0,1,1,1,-2,0,0,1,1,-2,0,-2,0,-2,0,1
2012,0,1,-2,0,0,5,1,1,0,-2,-2,PA,1,1,0,1,1,1,0,1,1,0,1,1,-2,0,1,0,1,0,0,0,0,-2,0,1
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,0,0,0,0,0,1,-1,1,0,1,1,1,-2,0,0,1,1,-2,0,-2,0,-2,0,1
2012,1,0,-2,1,1,5,1,1,0,-2,-2,PA,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,-2,-2,0,0,-2,0,0,0
2012,1,1,-2,0,1,5,1,1,0,-2,-2,PA,1,1,0,1,1,1,0,1,0,1,1,1,-2,0,1,0,1,0,0,0,0,-2,0,1
2012,1,0,-2,1,0,5,1,1,0,-2,-2,PA,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-2,-2,-2,0,-2,-2,0,1
2012,1,0,-2,1,0,5,1,0,1,0,1,PA,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,-2,-2,-2,0,-2,0,0,0
2012,0,1,1,1,0,5,0,0,1,1,1,PA,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,-2,-2,0,1,-2,0,1
2012,1,1,-2,1,-8,5,0,0,1,0,1,PA,1,1,1,1,1,0,0,1,0,1,1,0,-2,0,1,0,0,-2,1,0,0,-2,1,1
2012,0,1,-2,1,1,5,0,0,1,0,1,PA,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,-2,-2,1,0,-2,0,1
2012,0,1,-2,1,0,5,1,0,0,-2,-2,PA,0,1,0,1,0,0,0,1,1,1,0,0,-2,0,1,0,0,-2,-2,0,0,-2,0,1
2012,1,1,-2,1,1,9,1,1,1,1,1,PA,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,-2,1,1
2012,1,1,0,1,0,5,1,0,1,0,1,PA,1,-3,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,-2,0,1
2012,0,1,-2,1,-8,5,1,0,1,0,1,PA,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,-2,0,1
2012,1,1,-2,1,-8,5,1,1,0,-2,-2,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,-2,1,1
2012,1,1,-2,1,-8,5,0,1,1,1,1,PA,1,1,1,1,1,1,1,1,1,1,-3,1,-2,0,1,0,-2,0,1,0,0,-2,0,1
2012,0,1,-2,1,-8,5,0,1,0,-2,-2,PA,1,0,0,1,0,1,1,1,1,0,1,1,-2,0,1,0,1,0,0,0,0,-2,1,1
2012,1,1,-2,1,-8,5,1,0,1,1,0,PA,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,-2,1,1
2012,1,1,-2,0,0,5,1,1,1,0,1,PA,1,1,1,1,1,1,1,1,0,1,1,1,-2,0,1,0,1,1,1,1,1,-2,0,1
2012,0,1,-2,0,0,5,1,0,1,0,1,PA,1,1,0,1,0,1,0,1,0,1,1,1,-2,0,1,0,1,0,0,0,-2,-2,0,1
2012,0,1,0,0,0,5,1,1,1,1,1,PA,1,0,0,0,1,1,0,1,0,0,1,1,-2,0,1,0,1,0,0,0,1,-2,0,0
2012,0,0,-2,1,0,5,1,0,1,0,1,PA,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,-2,-2,-2,0,-2,-2,0,0
2012,0,1,-2,1,0,5,1,0,1,1,1,PA,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,-2,0,0,1,-2,0,1
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,0,0,0,0,0,0,-2,1,0,0,0,0,-2,0,0,1,1,0,0,0,0,-2,0,1
2012,0,1,0,1,1,5,1,1,1,0,1,PA,1,1,1,1,1,1,1,1,0,0,1,1,-2,0,1,0,1,0,0,0,1,0,1,1
2012,1,1,-2,0,0,4,1,0,0,-2,-2,PA,1,0,0,0,1,-3,1,1,1,1,1,1,-2,0,0,1,1,1,1,1,1,-2,1,1
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,0,0,0,0,0,0,-2,1,0,0,0,0,-2,0,0,1,1,0,0,0,0,-2,0,1
2012,0,1,-2,0,0,5,0,1,0,-2,-2,PA,1,1,0,1,1,0,1,0,0,0,1,1,-2,0,1,0,1,0,1,1,0,-2,0,1
2012,0,1,0,0,0,4,0,1,0,-2,-2,PA,1,0,0,0,1,0,0,1,0,0,0,0,-2,0,0,1,0,0,0,0,0,0,0,1
2012,1,1,-2,0,-8,8,0,0,0,-2,-2,PA,1,1,0,1,1,0,1,0,0,1,1,1,-2,0,1,0,1,1,1,1,0,-2,1,1
2012,1,1,-2,0,-8,8,0,0,0,-2,-2,PA,1,1,0,0,0,0,0,0,0,0,1,0,-2,0,0,1,1,0,0,0,1,-2,0,1
2012,1,0,-2,1,0,5,0,0,1,0,1,PA,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,-2,-2,-2,0,-2,-2,0,1
2012,0,1,-2,0,0,4,1,1,0,-2,-2,PA,0,0,0,0,0,0,0,1,1,-3,1,1,-2,0,0,1,1,0,0,0,1,0,0,1
2012,1,1,-2,0,-8,5,0,0,0,-2,-2,PA,1,0,0,0,1,1,0,0,0,0,0,0,-2,0,0,0,1,0,-2,0,-2,-2,0,1
2012,0,1,-2,0,0,5,1,1,0,-2,-2,PA,0,1,0,1,0,1,0,0,0,0,1,1,-2,0,1,0,0,0,0,0,0,-2,0,1
2012,0,1,0,1,0,5,1,0,0,-2,-2,PA,1,1,0,1,1,1,0,1,0,0,0,1,-2,0,1,0,-2,0,0,0,1,0,0,1
2012,1,1,1,0,0,5,0,1,0,-2,-2,PA,0,1,0,1,1,0,1,1,0,0,1,1,-2,0,1,0,1,-2,1,-2,1,-2,0,0
2012,1,1,-2,1,-8,5,1,1,1,0,1,PA,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,-2,0,0,0,0,1
2012,1,1,0,1,0,5,0,1,1,1,1,PA,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2012,1,1,-2,0,-8,2,0,0,0,-2,-2,PA,0,1,1,1,1,0,-2,1,1,1,1,1,-2,1,0,0,1,-2,1,0,0,-2,1,1
2012,0,1,1,0,1,2,0,1,1,0,1,PA,0,1,0,0,0,0,-2,1,0,1,1,1,-2,1,0,0,1,-2,-2,-2,1,-2,0,0
2012,0,1,-2,0,0,5,0,1,1,0,1,PA,0,1,0,1,1,1,0,1,0,1,1,1,-2,0,1,0,1,0,0,0,1,-2,1,1
2012,0,1,-2,1,1,5,0,1,0,-2,-2,PA,0,1,1,1,-1,1,0,1,1,1,1,1,0,0,1,0,0,0,-2,0,0,-2,0,1
2012,-1,0,-2,1,-8,3,0,0,0,-2,-2,PA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2,-2,1,0,-2,-2,1,1
2012,1,1,-2,0,0,5,1,0,0,-2,-2,PA,1,1,0,1,1,0,0,1,0,0,1,1,-2,0,1,0,1,0,1,0,0,-2,0,1
2012,1,1,-2,0,-8,8,0,1,0,-2,-2,PA,1,1,0,1,1,0,-2,0,0,0,0,0,-2,0,0,1,-2,-2,-2,-2,-2,-2,0,1
2012,1,0,-2,1,1,5,0,1,0,-2,-2,PA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-2,-2,1,-2,-2,-2,0,0
2012,0,0,-2,1,1,5,0,0,0,-2,-2,PA,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,-2,-2,1,-2,-2,-2,0,0
2012,0,0,-2,1,-8,7,0,1,0,-2,-2,PA,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,-2,-2,0,0,-2,0,0,1
2012,0,0,-2,1,1,5,0,0,0,-2,-2,PA,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,-2,-2,1,-2,-2,-2,0,0
2012,1,0,-2,1,-8,7,0,0,0,-2,-2,PA,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,-2,-2,-2,0,-2,-2,0,0
2012,0,0,-2,1,1,5,0,0,0,-2,-2,PA,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,-2,-2,1,-2,-2,-2,0,0
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,0,0,0,0,0,1,-2,1,0,0,0,0,-2,0,0,1,1,0,1,0,0,0,0,0
2012,1,1,-2,0,0,8,1,0,0,-2,-2,PA,0,0,0,1,1,0,0,1,0,-3,1,1,-2,0,0,1,0,-2,0,-2,0,-2,0,0
2012,0,1,-2,0,-8,4,1,1,0,-2,-2,PA,0,0,0,1,1,1,0,1,0,-3,-3,-3,-2,0,0,1,0,0,0,0,0,0,0,1
2012,0,1,-2,0,0,5,0,0,0,-2,-2,PA,1,0,0,0,1,1,-2,0,0,0,1,1,-2,0,1,0,1,0,0,0,0,-2,0,1
2012,0,1,-2,0,-8,4,0,0,0,-2,-2,PA,0,0,0,1,1,0,-2,1,0,0,0,0,-2,0,0,1,0,-2,-2,-2,0,-2,0,0
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,0,0,0,0,1,0,-2,1,0,0,0,0,-2,0,0,1,0,-2,0,-2,-2,-2,1,1
2012,0,1,-2,0,0,4,1,1,0,-2,-2,PA,0,0,0,1,1,1,-2,1,0,-3,-3,1,-2,0,0,1,1,0,0,0,0,0,0,1
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,1,-2,-2,0,-2,0,-2,0,0
2012,0,1,-2,0,0,4,1,0,0,-2,-2,PA,0,0,0,0,0,0,-2,1,0,0,0,0,-2,0,0,1,1,-2,0,0,0,-2,0,1
2012,0,1,-2,0,-8,9,0,1,0,-2,-2,PA,0,1,0,1,0,0,-2,1,0,1,1,0,-2,0,0,1,1,0,0,0,0,0,0,1
2012,-3,0,-2,1,1,9,-3,0,0,-2,-2,PA,0,1,1,1,-3,0,1,1,0,1,1,-3,1,0,0,1,-2,-2,1,0,-2,-2,1,-3
2012,1,0,-2,1,-1,5,1,0,0,-2,-2,PA,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,-2,-2,-2,0,-2,-2,0,1
2012,1,0,-2,1,-1,5,1,0,0,-2,-2,PA,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,-2,-2,-2,0,-2,-2,0,1
2012,0,0,-2,1,-8,5,0,0,0,-2,-2,PA,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,-2,-2,0,0,-2,-2,1,1
2012,1,1,-2,1,-8,5,1,0,1,0,1,PA,1,1,0,1,1,0,0,1,0,1,1,0,-2,0,1,0,-2,-2,1,0,-2,-2,1,1
2012,0,1,-2,1,-8,5,1,0,1,0,1,PA,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,-2,-2,0,-2,-2,0,1
2012,0,1,0,1,-8,5,0,1,0,-2,-2,PA,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
2012,1,0,-2,1,0,1,0,1,0,-2,-2,PA,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,-2,-2,0,0,-2,0,0,0
2012,1,0,-2,1,-8,3,0,0,0,-2,-2,PA,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,0,1
2012,1,1,0,0,1,2,0,1,0,-2,-2,PA,1,1,1,1,1,1,0,1,1,1,1,1,-2,1,1,0,0,0,-2,0,1,0,0,1
2012,0,1,0,0,0,5,0,0,0,-2,-2,PA,0,1,0,1,1,0,0,1,1,1,1,1,-2,0,1,0,-2,0,-2,0,1,0,0,1
2012,1,0,-2,1,-1,5,0,1,0,-2,-2,PA,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,-2,-2,-2,0,-2,0,0,0
2012,1,1,-2,0,0,2,1,1,0,-2,-2,PA,0,0,1,0,1,1,0,1,0,1,1,1,-2,1,1,0,0,0,0,0,0,-2,0,1
2012,1,1,-2,1,-8,5,0,0,0,-2,-2,PA,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
2012,0,0,-2,1,1,5,0,1,1,0,1,PA,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,-2,-2,0,0,-2,-2,0,1
2012,0,1,-2,1,0,5,1,0,1,0,1,PA,0,1,0,1,1,0,-2,1,1,1,1,1,-2,0,1,0,-2,0,-2,0,1,-2,0,1
2012,0,1,0,1,0,9,1,1,0,-2,-2,PA,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,-2,1,1
2012,1,1,-2,0,1,5,1,0,0,-2,-2,PA,1,1,0,1,0,1,0,1,1,1,1,1,-2,0,1,0,1,0,1,0,0,-2,1,1
2012,0,1,-2,0,-4,5,-4,-4,-4,-4,-4,PA,-4,1,-4,1,1,-4,-2,-4,0,-4,-4,-4,-2,0,1,0,0,-2,-2,-2,-1,-2,1,1
2012,0,1,-2,0,0,5,1,0,0,-2,-2,PA,0,0,0,1,0,0,0,1,1,1,1,0,-2,0,1,0,-2,-2,-2,0,0,-2,0,1
2012,1,0,-2,1,0,3,0,0,0,-2,-2,PA,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,-2,-2,-2,0,-2,-2,0,0
2012,1,1,-2,1,-8,5,1,-1,1,0,1,PA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
2012,0,1,-2,1,0,7,-5,1,0,-2,-2,PA,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,-2,1,1,-2,0,1
2012,1,0,-2,1,0,5,0,0,0,-2,-2,PA,1,1,0,1,1,1,0,0,1,-3,1,1,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0
2012,1,1,-2,1,1,2,1,1,1,1,1,PA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-2,-2,1,-2,-2,1,1
2012,0,1,0,0,0,2,0,0,1,1,0,PA,0,0,0,0,0,0,0,1,1,1,1,1,-2,1,0,0,0,0,0,0,0,-2,0,1
2012,1,1,-2,1,-8,9,0,0,0,-2,-2,PA,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,-2,0,1
2012,0,1,-2,1,-8,5,1,1,1,0,1,PA,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,-2,1,1
2012,0,1,-2,1,-8,5,1,1,0,-2,-2,PA,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,-2,0,0,-2,0,1
2012,0,1,-2,1,-8,5,1,1,0,-2,-2,PA,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,-2,0,0,-2,0,1
2012,1,1,-2,1,-8,5,0,0,1,0,1,PA,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,-2,1,1
2012,0,1,-2,1,1,5,1,1,0,-2,-2,PA,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2012,1,1,0,1,1,5,1,1,0,-2,-2,PA,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1
2012,1,0,-2,1,-8,5,0,1,0,-2,-2,PA,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,-2,-2,0,0,-2,-2,1,0
2012,1,0,-2,1,-8,3,0,0,0,-2,-2,PA,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,-2,-2,0,0,-2,-2,1,1
2012,1,1,-2,1,1,5,1,1,1,0,1,PA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,-2,0,1
2012,1,1,-2,1,-8,5,1,1,0,-2,-2,PA,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,-2,0,1
2012,1,1,-2,1,-8,5,1,1,0,-2,-2,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1
2012,0,1,-2,0,0,5,0,1,0,-2,-2,PA,1,0,0,0,0,1,-2,1,0,0,1,0,-2,0,0,0,1,0,-2,0,0,0,0,1
2012,1,0,-2,1,-8,5,1,0,1,0,1,PA,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,-2,-2,-2,0,-2,-2,0,1
2012,1,0,-2,1,0,5,0,0,0,-2,-2,PA,0,0,0,1,0,1,-2,1,1,1,1,0,1,0,1,0,-2,-2,-2,-2,-2,-2,0,0
2012,0,0,-2,1,-8,5,-3,0,0,-2,-2,PA,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,-2,-2,-2,-2,-2,-2,0,0
2012,1,1,-2,1,1,5,1,1,1,0,1,PA,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,-1,0,-2,0,1
2012,0,1,-2,0,0,2,0,1,1,0,1,PA,0,1,0,0,0,0,0,1,1,1,1,1,-2,1,0,0,1,0,0,0,0,-2,0,1
2012,0,1,-2,0,-8,5,0,0,0,-2,-2,PA,1,1,0,1,0,1,0,1,0,0,1,0,-2,0,1,0,1,-2,1,0,0,-2,0,1
2012,0,1,-2,1,0,5,0,0,0,-2,-2,PA,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,-2,0,0,-2,0,1
2012,0,1,0,1,0,5,0,0,0,-2,-2,PA,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-2,0,1
2012,0,1,0,1,0,5,0,1,0,-2,-2,PA,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2012,0,1,-2,1,0,5,0,1,0,-2,-2,PA,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,-2,-2,0,-2,0,1
2012,1,1,0,1,-8,2,0,1,0,-2,-2,PA,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2012,1,1,-2,1,0,5,1,0,0,-2,-2,PA,0,1,0,1,0,1,-2,1,0,1,1,1,-2,0,1,0,-2,-2,0,-2,0,-2,1,1
2012,0,1,-2,1,0,5,1,0,0,-2,-2,PA,0,1,0,1,0,1,-2,1,0,1,1,1,-2,0,1,0,-2,-2,-2,-2,-2,-2,1,1
2012,1,1,0,1,-8,2,0,1,1,0,1,PA,0,1,1,1,0,1,0,1,1,1,1,1,-2,1,1,0,1,0,0,0,0,0,1,1
2012,1,0,-2,1,1,9,0,0,0,-2,-2,PA,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,-2,-2,-2,0,-2,-2,0,0
2012,0,1,-2,1,-8,7,0,0,0,-2,-2,PA,0,1,1,1,0,0,0,1,0,1,1,0,-2,0,1,0,0,0,0,0,0,0,1,1
2012,1,1,-2,0,0,1,0,1,1,0,1,PA,1,0,0,0,0,1,-2,1,1,1,1,1,-2,1,0,0,0,0,0,0,0,-2,0,1
2012,0,1,-2,1,1,5,0,1,0,-2,-2,PA,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1
2012,1,0,-2,1,0,5,0,0,0,-2,-2,PA,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,-2,-2,0,-2,-2,-2,1,1
2012,0,1,-2,0,0,5,1,1,0,-2,-2,PA,1,1,0,0,0,1,-2,0,1,0,1,0,-2,0,1,0,1,0,0,0,-2,-2,0,1
2012,1,1,-2,0,-8,4,1,1,0,-2,-2,PA,0,1,0,0,1,1,1,1,0,0,0,0,-2,0,0,1,1,0,1,0,1,-2,0,1
2012,1,1,1,1,1,5,1,1,0,-2,-2,PA,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1
2012,1,1,-2,0,-8,1,0,1,0,-2,-2,PA,1,1,0,0,0,1,0,1,0,1,1,1,-2,1,0,0,1,0,0,0,1,-2,1,1
2012,1,1,0,0,-8,2,1,0,0,-2,-2,PA,0,1,1,0,-1,0,0,1,1,1,1,1,-2,1,0,0,0,0,0,0,0,-2,1,1
2012,1,1,0,0,0,2,-1,1,0,-2,-2,PA,1,1,1,1,0,-1,0,1,1,1,1,1,-2,1,0,0,1,0,1,0,0,0,0,1
2012,1,1,-2,1,-8,5,1,1,0,-2,-2,PA,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-2,0,1
2012,0,1,0,1,1,2,0,1,1,0,1,PA,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-2,1,1
2012,1,1,0,0,0,1,0,1,1,0,1,PA,1,1,0,0,0,1,0,1,1,1,1,1,-2,1,0,0,1,0,1,0,1,0,1,1
2012,0,0,-2,1,0,5,1,0,0,-2,-2,PA,0,0,0,0,0,1,-2,1,1,1,1,0,1,0,1,0,-2,-2,0,0,-2,-2,0,1
2012,0,1,-2,1,-8,5,1,0,1,0,1,PA,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,-2,0,0,0,0,0,1
2012,0,1,-2,1,-8,5,1,1,0,-2,-2,PA,1,1,0,0,0,1,0,1,1,1,1,1,-2,0,1,0,0,-2,0,0,0,-2,-3,1
2012,0,1,-2,0,0,5,0,0,0,-2,-2,PA,1,0,0,0,0,0,0,-3,0,1,1,1,-2,0,1,0,1,0,0,0,0,-2,0,1
2012,1,1,0,1,0,5,1,0,0,-2,-2,PA,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1
2012,1,1,-2,1,0,5,1,0,1,0,1,PA,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,-2,0,1,0,-2,0,1
2012,1,0,-2,1,1,5,1,0,1,0,1,PA,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,-2,-2,1,1,-2,-2,0,1
2012,1,0,-2,1,1,3,1,0,0,-2,-2,PA,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,-2,-2,-2,0,-2,-2,1,0
2012,0,1,-2,1,1,1,1,1,0,-2,-2,PA,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-2,1,-2,1,1
2012,1,1,1,1,-8,5,1,1,1,1,1,PA,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,-2,1,-2,1,1
2012,1,1,-2,0,1,5,1,1,1,0,1,PA,1,1,1,1,1,1,1,1,1,1,1,1,-2,0,1,0,1,0,1,0,1,-2,0,1
2012,0,1,-2,1,0,5,1,1,0,-2,-2,PA,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,-2,0,0,0,-2,0,1
2012,0,1,-2,1,0,5,1,1,0,-2,-2,PA,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,-2,0,0,0,-2,0,1
2012,0,1,-2,0,1,5,1,1,1,1,0,PA,1,1,1,1,1,1,1,1,0,1,1,0,-2,0,1,1,1,-2,-2,0,1,-2,0,1
2012,1,1,0,1,-8,5,1,1,0,-2,-2,PA,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2012,0,1,0,1,-8,5,1,1,0,-2,-2,PA,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2012,1,1,0,0,-8,1,0,1,1,0,1,PA,0,1,0,1,1,0,0,1,0,1,1,1,-2,1,1,0,1,0,0,0,1,-2,0,1
2012,1,1,0,0,1,2,0,1,1,0,1,PA,0,1,1,1,1,1,0,1,1,1,1,1,-2,1,0,0,0,-2,0,0,1,0,0,1
2012,0,1,-2,0,1,5,0,1,0,-2,-2,PA,0,1,0,1,1,0,0,1,1,1,1,1,-2,0,1,0,0,0,1,0,0,-2,1,1
2012,0,1,0,1,1,7,0,1,0,-2,-2,PA,0,1,0,1,1,0,0,1,1,1,1,1,-2,0,1,0,0,0,0,0,0,0,0,1
2012,1,1,-2,0,-8,5,1,1,1,0,1,PA,0,0,0,1,1,0,0,0,0,0,1,0,-2,0,1,0,1,0,0,0,0,-2,0,1
2012,1,1,-2,1,-8,5,1,0,0,-2,-2,PA,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,-2,-2,-2,0,0,-2,1,1
2012,0,0,-2,1,-8,5,0,0,0,-2,-2,PA,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0
2012,1,0,-2,1,0,5,1,1,0,-2,-2,PA,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,-2,-2,-2,-2,-2,-2,0,0
2012,0,0,-2,1,-8,7,0,1,0,-2,-2,PA,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,-2,-2,0,0,-2,-2,0,1
