YEAR,ADMINSERV,ADULT,ALZHDEMENTIA,CHILDAD,CRISISTEAM2,FACILITYTYPE,FEESCALE,HEARIMPAIR,LANG,LANG_B,LANG16,LST,MHCONSUMER,MHDIAGEVAL,MHEMGCY,MHINTAKE,MHREFERRAL,PAYASST,POSTTRAUM,REVCHK1,STATEFUNDED,REVCHK2,REVCHK5,REVCHK8,SED,SETTINGIP,SETTINGOP,SETTINGRC,SPMI,SRVC113,SRVC31,SRVC62,SRVC63,TRAUMATICBRAIN,TREATMT,YOUNGADULTS
2010,1,0,1,0,0,2,-1,1,1,0,0,AL,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0
2010,1,1,1,1,1,7,1,1,1,0,1,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1
2010,0,1,1,1,1,7,1,1,1,0,1,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
2010,0,1,1,1,1,7,1,1,1,0,1,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1
2010,0,1,1,1,1,7,1,1,1,0,1,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
2010,0,1,0,0,1,4,1,1,1,0,1,AL,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0
2010,1,1,1,1,0,2,0,1,1,0,0,AL,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
2010,1,0,0,1,1,3,0,1,1,0,0,AL,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
2010,1,1,1,0,1,2,0,1,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
2010,1,1,0,0,1,2,0,1,1,0,0,AL,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
2010,0,0,1,0,0,2,0,1,1,0,0,AL,0,0,0,0,0,-1,0,-1,0,-1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2010,1,1,1,0,0,2,0,0,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
2010,1,1,1,1,1,7,1,1,1,0,1,AL,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2010,1,1,1,0,1,2,1,1,1,0,1,AL,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
2010,0,1,0,1,1,1,1,1,1,0,0,AL,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2010,1,1,1,1,1,2,1,1,1,0,0,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1
2010,0,1,1,1,1,2,0,1,1,0,0,AL,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
2010,0,1,0,0,0,1,0,1,1,0,0,AL,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2010,0,0,0,1,1,7,1,1,1,0,0,AL,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,1,9,1,1,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0
2010,0,1,0,1,1,9,1,1,1,0,0,AL,0,1,1,1,0,1,1,-1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
2010,0,1,0,1,0,7,1,1,1,0,0,AL,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,1,0,7,1,1,1,0,0,AL,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,1,0,7,1,1,1,0,0,AL,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,1,0,7,1,1,1,0,0,AL,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,1,1,1,0,0,AL,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2010,0,1,1,1,0,7,1,1,1,0,0,AL,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
2010,0,1,0,1,0,7,1,1,1,0,1,AL,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
2010,0,1,0,1,0,7,1,1,1,1,0,AL,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0
2010,1,1,0,0,1,9,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
2010,1,1,1,0,1,7,1,0,1,0,0,AL,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1
2010,0,1,0,0,1,7,1,1,1,0,0,AL,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
2010,1,-1,0,0,1,4,1,1,1,0,0,AL,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,-1
2010,0,1,0,0,1,4,1,1,1,0,0,AL,0,0,0,0,0,1,0,1,1,-1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,1,4,1,1,1,0,0,AL,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,1,4,1,1,1,0,0,AL,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
2010,0,1,-1,0,1,4,1,1,1,0,0,AL,1,0,0,0,0,1,0,1,1,1,1,1,-1,0,0,1,1,0,-1,0,1,0,0,-1
2010,0,1,0,0,1,4,1,1,1,0,0,AL,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,1,1,1,0,1,4,1,1,1,0,0,AL,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
2010,0,1,1,0,1,1,0,1,1,0,0,AL,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
2010,0,1,0,0,0,2,0,1,1,0,0,AL,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
2010,1,1,0,1,1,9,1,1,1,0,0,AL,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1
2010,0,1,0,0,1,7,1,1,1,0,0,AL,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,1,1,1,0,0,AL,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0
2010,0,1,0,0,1,4,1,1,1,0,0,AL,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,1,4,1,1,1,0,0,AL,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,1,1,1,1,1,7,1,1,1,0,0,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2010,1,1,1,1,1,7,1,1,1,0,0,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
2010,1,1,1,1,1,7,1,1,1,0,0,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1
2010,0,1,0,0,0,4,1,1,0,0,0,AL,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1
2010,0,1,0,0,0,4,1,1,1,0,0,AL,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0
2010,1,1,0,1,1,7,0,1,1,0,0,AL,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2010,0,1,1,1,0,7,0,1,1,0,0,AL,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
2010,0,1,0,1,0,7,1,1,1,0,0,AL,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
2010,0,1,1,1,1,7,1,1,1,0,0,AL,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
2010,1,1,0,1,1,9,1,1,1,0,1,AL,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
2010,0,1,0,0,1,4,1,1,1,0,0,AL,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,1,1,0,0,1,4,0,0,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,1,1,1,0,0,AL,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1
2010,0,1,0,0,0,4,1,1,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1
2010,1,1,0,0,0,7,1,1,1,0,0,AL,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
2010,1,1,0,0,1,7,1,1,1,0,0,AL,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1
2010,0,1,0,0,0,7,1,1,1,0,0,AL,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
2010,1,1,0,1,0,4,1,1,1,0,0,AL,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,-1,1,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,-1,0,-1,1,0,0,0
2010,1,1,1,1,1,7,1,1,1,0,1,AL,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
2010,1,1,0,0,-1,7,1,0,1,0,0,AL,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1
2010,1,1,1,0,0,2,0,0,1,0,0,AL,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
2010,1,1,0,0,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2010,0,0,0,1,0,7,1,1,1,0,0,AL,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2010,1,1,0,0,0,7,1,1,1,1,1,AL,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1
2010,0,1,0,1,0,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
2010,1,1,0,1,1,1,0,1,1,0,0,AL,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
2010,1,1,1,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
2010,1,1,1,1,0,7,1,1,1,0,1,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0
2010,1,1,0,0,1,9,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0
2010,1,1,0,0,1,4,1,1,1,0,0,AL,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
2010,0,1,0,0,1,7,1,1,1,0,0,AL,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0
2010,1,0,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
2010,1,1,0,0,0,1,0,1,1,0,0,AL,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
2010,1,1,0,0,1,9,1,1,1,0,0,AL,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-1,1,0,1,1,0,0,1
2010,1,1,0,1,0,7,1,1,1,0,1,AL,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2010,1,0,0,1,0,7,1,1,1,0,1,AL,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2010,0,1,0,0,0,9,1,0,1,0,0,AL,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0
2010,1,1,0,0,0,4,0,0,1,0,0,AL,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
2010,1,1,0,1,1,1,1,1,1,0,0,AL,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2010,0,1,1,0,1,2,0,1,1,0,1,AL,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0
2010,1,1,1,1,1,2,1,1,1,0,0,AL,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1
2010,1,1,1,1,1,7,1,1,1,0,1,AL,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
2010,1,1,1,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,0,1,4,0,1,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,1,1,0,0,1,4,1,1,1,0,0,AL,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
2010,1,1,1,0,1,4,0,1,1,0,0,AL,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
2010,0,1,0,0,1,4,0,1,1,0,0,AL,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2010,0,1,0,0,0,7,1,1,1,0,1,AL,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
2010,1,0,0,1,1,7,1,1,1,0,1,AL,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0
2010,0,1,0,0,1,4,0,0,1,0,0,AL,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2010,1,1,1,0,1,7,1,1,1,0,0,AL,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,-1,1,1,0,1
2010,0,1,0,1,1,7,1,1,1,0,0,AL,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1
2010,0,1,0,0,1,9,1,1,1,0,0,AL,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1
2010,1,1,1,1,0,7,1,1,1,0,0,AL,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
2010,1,1,0,1,1,7,1,1,1,0,0,AL,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,1,1,1,-1,0,-1,1,1,0,1,1,1,0,1,0,1,0,1,-1,1,0,0,-1
2010,1,1,0,0,1,4,1,1,1,0,0,AL,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
2010,1,1,0,0,0,7,0,1,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
2010,0,1,0,1,0,7,1,1,1,0,0,AL,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
2010,1,1,0,1,1,7,1,1,1,0,1,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,0,1,1,0,0,AL,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
2010,1,1,0,1,0,1,1,0,1,0,1,AL,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
2010,0,1,0,0,0,7,0,1,1,0,0,AL,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0
2010,1,1,0,0,1,9,1,1,1,0,0,AL,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0
2010,1,1,0,1,1,7,1,1,1,0,0,AL,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0
2010,0,1,0,1,1,9,0,1,1,0,0,AL,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1
2010,0,0,1,0,0,2,1,0,1,0,0,AL,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2010,1,1,0,1,0,7,1,1,1,0,1,AL,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1
2010,1,1,0,1,0,7,1,1,1,0,1,AL,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1
2010,1,0,0,1,1,3,0,-1,1,0,0,AL,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
2010,1,0,0,1,1,3,0,0,1,0,0,AL,0,1,0,1,0,0,1,0,1,0,1,-1,1,0,0,1,0,0,0,0,0,0,1,0
2010,1,1,0,1,1,3,0,0,1,0,0,AL,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2010,0,1,0,1,1,3,0,0,1,0,0,AL,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2010,1,0,1,0,0,1,0,1,1,0,0,AL,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
2010,1,1,0,1,0,7,1,1,1,0,0,AL,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,0,1,0,0,0,4,1,0,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,0,1,0,0,0,7,1,0,1,0,0,AL,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2010,1,1,0,1,0,3,0,0,1,0,0,AL,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
2010,1,1,0,0,1,4,0,0,1,0,0,AL,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2010,1,1,1,0,0,2,0,1,1,0,0,AL,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0
2010,1,0,0,1,1,1,0,1,1,0,0,AL,0,0,0,1,0,0,1,1,1,1,1,-1,1,1,0,1,0,0,0,0,0,0,0,0
2010,0,0,1,0,0,1,0,1,1,0,0,AL,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0
2010,1,1,0,1,1,1,1,1,1,0,0,AL,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
2010,0,1,0,1,1,7,1,1,1,0,0,AL,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
2010,1,1,1,0,1,2,-1,1,1,0,0,AL,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
2010,0,0,0,1,0,1,0,1,1,0,0,AL,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,1,0,1,0,0,2,0,1,1,0,0,AL,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,0,1,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,0,1,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,0,1,0,0,0,4,0,1,1,0,0,AL,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
2010,1,0,0,1,1,3,0,0,1,0,0,AL,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,1,0,0,1,0,3,0,0,1,0,0,AL,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2010,1,0,0,1,1,1,0,1,1,0,1,AK,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2010,1,0,0,1,1,3,0,1,1,0,0,AK,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
2010,0,0,0,1,1,3,0,1,1,0,0,AK,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2010,1,1,0,1,0,7,0,0,1,0,1,AK,0,1,0,0,1,0,0,1,1,1,1,0,-1,0,1,0,0,0,1,0,1,0,1,-1
